#
# Results on Fri, 15 Sep 2023 19:26:45 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36
# Design number was non-random = 2
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,1,0,tcle,NULL,PennController,0,_Trial_,Start,1694805445357,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,1,0,tcle,NULL,PennController,0,_Trial_,End,1694805529042,NULL
# 13. ParticipantID.
# 14. Comments.
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,2,0,boasvindas,NULL,PennController,1,_Trial_,Start,1694805529045,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,2,0,boasvindas,NULL,PennController,1,_Trial_,End,1694805536152,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,PennController,2,_Trial_,Start,1694805536153,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,TextInput,idadeResposta,First,,1694805542432,F79,3
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,escolaridadeResposta,Choice,<p style=font-size:20>Pós-Graduação Stricto Sensu (Mestrado/Doutorado)</p>,1694805548423,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,proficiênciaResposta,Choice,<p style=font-size:20>A2</p>,1694805561813,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,naturalidadeResposta,Choice,<p style=font-size:20>Brasileiro</p>,1694805580581,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,línguaResposta,Choice,<p style=font-size:20>Português do Brasil</p>,1694805585725,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,inglêsResposta,Choice,<p style=font-size:20>Sim</p>,1694805591189,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,tempoResposta,Choice,<p style=font-size:20>Entre 4 a 6 anos</p>,1694805598197,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,morouResposta,Choice,<p style=font-size:20>Não</p>,1694805604653,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,Scale,letrasResposta,Choice,<p style=font-size:20>Não</p>,1694805608053,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,TextInput,idadeResposta,Final,35,1694805609609,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,3,0,questionario,NULL,PennController,2,_Trial_,End,1694805609613,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,4,0,instrucoes1,NULL,PennController,3,_Trial_,Start,1694805609616,F79,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,4,0,instrucoes1,NULL,PennController,3,_Trial_,End,1694805658422,F79,NULL
# 14. group.
# 15. item.
# 16. sentence.
# 17. lexicon.
# 18. quantifier.
# 19. noun.
# 20. condition.
# 21. imga.
# 22. imgb.
# 23. Comments.
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,PennController,6,_Trial_,Start,1694805658425,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,NULL
# 23. Reading time.
# 24. Newline?.
# 25. Sentence (or sentence MD5).
# 26. Comments.
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,7,praia.,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,920,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,6,na,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,633,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,5,musgo,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,867,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,4,muito,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,706,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,3,encontrou,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,921,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,2,menina,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,937,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Controller-DashedSentence,DashedSentence,1,A,1694805668069,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,611,false,A menina encontrou muito musgo na praia.,Any addtional parameters were appended as additional columns
# 23. Comments.
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Canvas,ladaAlado,Print,NA,1694805668072,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,Selector,respostapratica,Selection,imgb,1694805679726,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,imga;imgb
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,5,0,pratica,NULL,PennController,6,_Trial_,End,1694805681046,F79,NA,1,A menina encontrou muito musgo na praia.,NA,NA,NA,NA,img1.png,img2.png,NULL
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,6,0,pratica,NULL,PennController,7,_Trial_,Start,1694805681048,F79,NA,2,O edifício Empire State era mais alto que o edifício Chrysler em Nova York.,NA,NA,NA,NA,img3.png,img4.png,NULL
# 23. Reading time.
# 24. Newline?.
# 25. Sentence (or sentence MD5).
# 26. Comments.
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,6,0,pratica,NULL,Controller-DashedSentence,DashedSentence,14,York.,1694805689409,F79,NA,2,O edifício Empire State era mais alto que o edifício Chrysler em Nova York.,NA,NA,NA,NA,img3.png,img4.png,362,false,O edifício Empire State era mais alto que o edifício Chrysler em Nova York.,Any addtional parameters were appended as additional columns
1694806005,161af307fae0d8f1cf12f2bc6d91988e,PennController,6,0,pratica,NULL,Controller-DashedSentence,DashedSentence,13,Nova,1694805689409,F79,NA,2,O edifício Empire State era mais alto que o edifício Chrysler em Nova York.,NA,NA,NA,NA,img3.png,img4.png,363,false,O edifício Empire State era mais alto que o edifício Chrysler em Nova York.,Any addtional parameters were appended as additional columns
